name,nation,rep_nation,distributor,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
300: 제국의 부활,미국,미국,워너브러더스 코리아(주),2014.3.6,3.0,2014.0,13395159700.0,1593116,720,54902,미국,4,1.0,청소년 관람불가,102.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.80%,818000.0,7.745,377089.0262,7.661488095
33,미국,"미국,칠레",(주)나이너스엔터테인먼트,2016.4.7,4.0,2016.0,318282400.0,41269,320,4299,미국,0,0.0,12세 관람가,133.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00%,39333.33333,8.85,269091.3,7.614888889
45년 후,영국,영국,판씨네마(주),2016.5.5,5.0,2016.0,184465318.0,23707,45,1174,기타,4,0.0,15세 관람가,95.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,0.0,0.0,208002.25,7.775833333
47 미터,영국,영국,(주)키다리이엔티,2017.7.19,7.0,2017.0,4686079657.0,590045,733,20457,기타,4,0.0,15세 관람가,90.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.30%,371333.3333,6.62,406584.0625,8.151875
47미터 2,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019.8.28,8.0,2019.0,3846315153.0,501934,649,24027,미국,4,0.0,15세 관람가,90.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.20%,371333.3333,6.62,406584.0625,8.151875
48미터,한국,한국,(주)씨제이이엔엠,2013.7.4,7.0,2013.0,102714000.0,13418,35,950,한국,4,1.0,15세 관람가,97.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,36000.0,6.06,967590.3393,8.137380952
4등,한국,한국,"(주)프레인글로벌,CGV아트하우스",2016.4.13,4.0,2016.0,286355700.0,38611,213,4726,한국,4,0.0,15세 관람가,116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,444979.1429,7.827142857,1276930.529,7.884017857
500일의 썸머,미국,미국,"(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)",2016.6.29,6.0,2016.0,1222841900.0,147891,156,5851,미국,2,1.0,15세 관람가,95.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.10%,1873600.0,8.402,331862.25,8.454
50가지 그림자: 심연,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2017.2.9,2.0,2017.0,1589180900.0,189620,435,8960,미국,2,1.0,청소년 관람불가,118.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.10%,130170.0,7.558,60325.3,8.043
50가지 그림자: 해방,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2018.2.21,2.0,2018.0,1866384500.0,217785,213,10027,미국,2,1.0,청소년 관람불가,105.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.10%,130170.0,7.558,60325.3,8.043
5일의 마중,중국,중국,찬란,2014.10.8,10.0,2014.0,406479100.0,54325,86,2779,기타,3,0.0,전체 관람가,109.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,93517.33333,7.814,97000.0,8.4725
60만번의 트라이,한국,"한국,일본",㈜인디스토리,2014.9.18,9.0,2014.0,147541300.0,21239,76,1605,한국,0,0.0,12세 관람가,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,22000.0,9.18,730289.0095,8.379642857
7년의 밤,한국,한국,(주)씨제이이엔엠,2018.3.28,3.0,2018.0,3969337524.0,528007,872,26804,한국,4,1.0,15세 관람가,123.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,3514000.0,8.201428571,2079328.418,7.352491071
7번째 내가 죽던 날,미국,미국,(주)키다리이엔티,2017.5.31,5.0,2017.0,261910400.0,34567,230,2587,미국,1,0.0,15세 관람가,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.00%,35000.0,7.21,49250.0,8.06
7번째 아들,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유),2015.2.11,2.0,2015.0,729980451.0,92598,358,7396,미국,3,1.0,12세 관람가,102.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,46584.0,7.015,432469.5238,7.972142857
7호실,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2017.11.15,11.0,2017.0,2677284639.0,347790,629,21846,한국,2,1.0,15세 관람가,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,502506.8333,7.225,3799375.0,8.276607143
82년생 김지영,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,2019.10.23,10.0,2019.0,30298542310.0,3678156,1486,145441,한국,2,1.0,12세 관람가,118.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.60%,1012.0,7.05,4153750.0,8.4925
8월의 크리스마스,한국,한국,"한국영상투자개발(주),(주)싸이더스",2013.11.7,11.0,2013.0,164902000.0,23518,71,2280,한국,2,0.0,15세 관람가,97.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,1718000.0,7.228333333,2037500.0,7.508125
BIFAN2016 판타스틱 단편 걸작선 1,기타,기타,,,,,258603000.0,43003,5,210,기타,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
BIFAN2019 판타스틱 단편 걸작선 1,한국,한국,,2019.7.3,7.0,2019.0,150000000.0,25000,5,125,한국,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,25000.0,0.0,0.0,0.0
B급 며느리,한국,한국,"(주)에스와이코마드,글뫼 주식회사",2018.1.17,1.0,2018.0,154328100.0,19843,60,1911,한국,2,0.0,12세 관람가,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,5096.5,9.04,2013092.5,7.249821429
GROW: 인피니트의 리얼 청춘 라이프,한국,한국,골든타이드픽처스(주),2014.12.4,12.0,2014.0,189409200.0,23865,71,824,한국,1,0.0,전체 관람가,82.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00%,0.0,0.0,161661.75,7.4725
PMC: 더 벙커,한국,한국,(주)씨제이이엔엠,2018.12.26,12.0,2018.0,14024838424.0,1671548,1974,49806,한국,2,1.0,15세 관람가,124.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.20%,3716394.5,7.412333333,3629666.667,7.794833333
PMC: 더 벙커,한국,한국,(주)씨제이이엔엠,2018.12.26,12.0,2018.0,9704247367.0,1179031,1081,26690,한국,2,1.0,15세 관람가,124.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.50%,3716394.5,7.412333333,3629666.667,7.794833333
R.I.P.D. : 알.아이.피.디.,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013.8.22,8.0,2013.0,725451071.0,101460,268,5744,미국,3,1.0,15세 관람가,95.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00%,242001.0,7.401428571,382285.0714,8.426984127
가구야공주 이야기,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,2014.6.4,6.0,2014.0,125582300.0,16439,77,994,기타,2,1.0,전체 관람가,137.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,9260.5,8.094285714,72405.0,8.263333333
가디언즈,미국,미국,(주)씨제이이엔엠,2012.11.29,11.0,2012.0,130597500.0,19598,53,613,미국,4,1.0,12세 관람가,88.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,2563.0,4.82375
가디언즈 오브 갤럭시,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2017.4.20,4.0,2017.0,292578500.0,33129,77,1747,미국,5,1.0,12세 관람가,136.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.00%,5587750.0,8.785166667,3751935.946,8.463089286
가디언즈 오브 갤럭시,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014.7.31,7.0,2014.0,11098239184.0,1311190,539,22417,미국,5,1.0,12세 관람가,136.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.70%,5587750.0,8.785166667,3751935.946,8.463089286
가디언즈 오브 갤럭시 VOL. 2,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2017.5.3,5.0,2017.0,23452686686.0,2735721,1218,63789,미국,5,1.0,12세 관람가,136.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.30%,5587750.0,8.785166667,3751935.946,8.463089286
가려진 시간,한국,한국,(주)쇼박스,2016.11.16,11.0,2016.0,3946462400.0,510878,884,30404,한국,3,1.0,12세 관람가,129.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,96967.0,7.906666667,2071140.403,7.706388889
가문의 영광5 - 가문의 귀환,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012.12.19,12.0,2012.0,1085286000.0,147798,224,6856,한국,13,1.0,15세 관람가,104.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,0.0,0.0,1556943.125,7.455658163
가버나움,기타,기타,"그린나래미디어(주),플레이리스트(주)",2019.1.24,1.0,2019.0,1196849219.0,145017,111,5360,기타,2,0.0,15세 관람가,126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,37118.5,8.653333333,140000.0,9.54
가시,한국,한국,(주)인벤트스톤,2014.4.10,4.0,2014.0,1095301000.0,142170,356,11622,한국,0,0.0,청소년 관람불가,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10%,0.0,0.0,668524.3016,7.531587302
"가자, 장미여관으로",한국,한국,(주)팝파트너스,2013.8.14,8.0,2013.0,29545500.0,8307,21,113,한국,2,0.0,청소년 관람불가,85.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,2105.666667,5.458,3905000.0,7.69
"가장 따뜻한 색, 블루",프랑스,프랑스,판씨네마(주),2014.1.16,1.0,2014.0,383246700.0,49849,53,1626,기타,2,0.0,청소년 관람불가,180.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,18580.0,8.96,466142.8571,7.988571429
가장 보통의 연애,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2019.10.2,10.0,2019.0,24885803430.0,2924563,1073,111527,한국,2,1.0,15세 관람가,109.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.30%,0.0,0.0,1515149.0,8.087857143
간신,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2015.5.21,5.0,2015.0,8946842910.0,1110246,697,40580,한국,5,1.0,청소년 관람불가,131.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.50%,597339.25,7.91125,3161695.411,7.538047619
감기,한국,한국,아이러브시네마,2013.8.14,8.0,2013.0,21774884000.0,3117859,806,55046,한국,0,0.0,15세 관람가,121.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.40%,0.0,0.0,1820176.958,7.341770833
감바의 대모험,일본,일본,(주)영화사 빅,2016.11.10,11.0,2016.0,874685700.0,117488,400,4735,기타,8,0.0,전체 관람가,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,0.0,0.0,69687.70833,8.412333333
감시자들,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013.7.3,7.0,2013.0,39380162179.0,5508017,949,100309,한국,3,1.0,15세 관람가,119.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.50%,4527500.0,7.696875,891336.0317,7.647579365
감쪽같은 그녀,한국,한국,메가박스중앙(주)플러스엠,2019.12.4,12.0,2019.0,3594862790.0,469296,761,24843,한국,2,0.0,전체 관람가,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,685000.0,7.6925,4063403.024,8.316547619
갓 오브 이집트,미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",2016.3.3,3.0,2016.0,7621291624.0,919834,618,35323,미국,4,0.0,12세 관람가,126.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,1016666.667,8.22,551054.5679,7.93225
강남 1970,한국,한국,(주)쇼박스,2015.1.21,1.0,2015.0,17718699499.0,2192276,841,53304,한국,3,1.0,청소년 관람불가,135.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.00%,1681666.667,7.615,1449119.063,7.904444444
강철비,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2017.12.14,12.0,2017.0,35489576466.0,4452740,2028,80358,한국,4,1.0,15세 관람가,142.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.20%,5873333.333,8.66,1224780.524,7.491755952
강철비,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2017.12.14,12.0,2017.0,31994897566.0,4014293,1426,66760,한국,4,1.0,15세 관람가,142.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.80%,5873333.333,8.66,1224780.524,7.491755952
개구리왕국,중국,중국,예지림엔터테인먼트,2015.11.12,11.0,2015.0,362895100.0,53576,227,1971,기타,6,0.0,전체 관람가,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,14000.0,6.73,1330341.896,7.471041667
개구쟁이 스머프 2,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013.8.1,8.0,2013.0,5993979500.0,921788,478,15485,미국,11,1.0,전체 관람가,104.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,251412.1,7.850535714,550110.0521,7.563958333
개들의 섬,미국,미국,이십세기폭스코리아(주),2018.6.21,6.0,2018.0,288664100.0,33229,121,2183,미국,7,1.0,12세 관람가,101.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,187712.0,8.472,150394.8413,8.159642857
개를 훔치는 완벽한 방법,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장",2014.12.31,12.0,2014.0,2328284965.0,306192,404,8826,한국,8,0.0,전체 관람가,109.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,134176.6667,7.418333333,881628.7036,7.923738095
개를 훔치는 완벽한 방법,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장",2014.12.31,12.0,2014.0,308655900.0,42892,205,818,한국,8,0.0,전체 관람가,109.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,134176.6667,7.418333333,881628.7036,7.923738095
갤럭시 히어로즈: 라쳇 앤 클랭크,미국,미국,(주)영화사 빅,2016.8.17,8.0,2016.0,336281100.0,46638,237,2267,미국,9,0.0,전체 관람가,85.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.00%,104915.6,7.521666667,186799.7974,7.788214286
갤로우즈,미국,미국,워너브러더스 코리아(주),2015.9.3,9.0,2015.0,686186406.0,88777,299,4654,미국,3,1.0,15세 관람가,81.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,89000.0,6.81,89000.0,5.7075
갬빗,미국,미국,(주)나이너스엔터테인먼트,2013.11.28,11.0,2013.0,95213128.0,14426,94,1227,미국,0,0.0,15세 관람가,89.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00%,22986.63333,7.2875,97851.15333,7.686333333
거미줄에 걸린 소녀,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018.11.28,11.0,2018.0,255329200.0,32418,313,3510,미국,3,1.0,15세 관람가,115.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00%,370333.3333,8.533333333,113303.5833,8.048111111
거울나라의 앨리스,미국,미국,월트디즈니컴퍼니코리아(주),2016.9.7,9.0,2016.0,4145733267.0,513202,515,19585,미국,7,1.0,12세 관람가,112.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,255747.5,8.48,674865.8095,8.027095238
거인,한국,한국,필라멘트픽쳐스,2014.11.13,11.0,2014.0,175333400.0,23153,77,2183,한국,3,0.0,12세 관람가,119.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,28739.0,8.095,4311187.143,7.48297619
걷기왕,한국,한국,CGV아트하우스,2016.10.20,10.0,2016.0,710905075.0,95542,462,10476,한국,2,0.0,12세 관람가,93.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,25638.66667,8.88,1690974.438,7.427142857
걸 온 더 트레인,미국,미국,(주)씨제이이엔엠,2017.3.9,3.0,2017.0,222516500.0,29190,331,4012,미국,4,1.0,청소년 관람불가,112.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00%,54250.0,7.79,564925.9792,8.05625
걸즈 앤 판처 극장판,일본,일본,"(주)머스트씨무비릴리징컴퍼니,주식회사 온 피크",2016.8.25,8.0,2016.0,256282100.0,28569,57,1378,기타,2,0.0,12세 관람가,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,9890.4,8.74,0.0,0.0
걸캅스,한국,한국,(주)씨제이이엔엠,2019.5.9,5.0,2019.0,13812802134.0,1629528,973,63163,한국,2,1.0,15세 관람가,107.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.70%,820680.7143,8.277142857,1088000.0,8.411666667
검사외전,한국,한국,(주)쇼박스,2016.2.3,2.0,2016.0,77320403264.0,9707581,1812,153532,한국,2,1.0,15세 관람가,126.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.40%,4330000.0,7.5625,3428666.667,7.575119048
검은 사제들,한국,한국,(주)씨제이이엔엠,2015.11.5,11.0,2015.0,42405282092.0,5442128,1109,131155,한국,2,1.0,15세 관람가,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.50%,1013.0,5.076666667,55462.0,5.446666667
검은손,한국,한국,(주)스톰픽쳐스코리아,2015.4.16,4.0,2015.0,89815665.0,11650,178,2572,한국,2,0.0,청소년 관람불가,96.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,3666625.0,7.74875,514812.25,6.316458333
게이트,한국,한국,(주)제이앤씨미디어그룹,2018.2.28,2.0,2018.0,821271100.0,101381,208,5474,한국,0,0.0,15세 관람가,92.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00%,0.0,0.0,1138221.81,7.531354167
겟 아웃,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2017.5.17,5.0,2017.0,17431830075.0,2138174,945,56530,미국,4,1.0,15세 관람가,104.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.00%,0.0,0.0,852694.9048,7.664190476
겨울왕국,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014.1.16,1.0,2014.0,82461504400.0,10296101,1010,157683,미국,0,1.0,전체 관람가,103.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.00%,8351666.667,8.867083333,6557500.0,9.025
겨울왕국 2,미국,미국,월트디즈니컴퍼니코리아 유한책임회사,2019.11.21,11.0,2019.0,111596000000.0,13369064,2648,282557,미국,2,1.0,전체 관람가,103.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.80%,8351666.667,8.867083333,6557500.0,9.025
겨울왕국의 무민,핀란드,"핀란드,폴란드",(주)팝엔터테인먼트,2018.2.8,2.0,2018.0,132193500.0,24658,135,1291,기타,3,0.0,전체 관람가,83.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.0,0.0,666866.2833,8.065
결혼 이야기,영국,영국,판씨네마(주),2019.11.27,11.0,2019.0,163322560.0,20114,83,1213,기타,2,0.0,청소년 관람불가,93.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,0.0,0.0,0.0,0.0
결혼전야,한국,한국,씨너스엔터테인먼트(주),2013.11.21,11.0,2013.0,8434175719.0,1212843,524,38819,한국,9,0.0,15세 관람가,118.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.50%,598948.4286,7.642857143,2452595.114,7.568459184
결혼하지 않아도 괜찮을까,일본,일본,프리비젼엔터테인먼트,2015.4.9,4.0,2015.0,96425500.0,11782,27,901,기타,3,0.0,12세 관람가,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,7406.0,7.333333333,63421.0,7.598888889
경계선,스웨덴,"스웨덴,덴마크",(주)제이앤씨미디어그룹,2019.10.24,10.0,2019.0,148261880.0,17714,56,1306,기타,0,0.0,청소년 관람불가,110.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,18000.0,0.0,0.0,0.0
경성학교: 사라진 소녀들,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2015.6.18,6.0,2015.0,2749609100.0,356415,489,18520,한국,3,1.0,15세 관람가,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.20%,1445714.286,7.712857143,2046288.917,8.324166667
경주,한국,한국,(주)인벤트스톤,2014.6.12,6.0,2014.0,473287500.0,63481,318,5727,한국,0,0.0,15세 관람가,145.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,681319.75,7.800833333,931666.2917,7.545666667
계춘할망,한국,한국,(주)콘텐츠 난다긴다,2016.5.19,5.0,2016.0,3600794348.0,482516,526,19644,한국,2,0.0,15세 관람가,116.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20%,1238071.0,7.2525,909288.1667,8.135833333
고녀석 맛나겠다2 : 함께라서 행복해,한국,한국,(주)리틀빅픽쳐스,2015.7.29,7.0,2015.0,384800000.0,55675,142,1768,한국,10,0.0,전체 관람가,80.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,56000.0,8.05,462489.6667,7.742916667
고령화 가족,한국,한국,(주)씨제이이엔엠,2013.5.9,5.0,2013.0,8169492153.0,1141222,583,37524,한국,5,1.0,15세 관람가,112.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.50%,1278000.0,7.852857143,1369362.019,7.781780952
"고산자, 대동여지도",한국,한국,(주)씨제이이엔엠,2016.9.7,9.0,2016.0,7801007258.0,974262,765,38048,한국,2,1.0,전체 관람가,129.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40%,919336.7143,7.32,2660785.375,7.887678571
고스트 메신저 극장판,한국,한국,에이원엔터테인먼트,2014.5.22,5.0,2014.0,184194000.0,23802,81,1211,한국,5,0.0,12세 관람가,78.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00%,24000.0,9.19,0.0,8.3125
고스트버스터즈,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2016.8.25,8.0,2016.0,4116570075.0,515553,511,18026,미국,5,1.0,12세 관람가,116.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.20%,571833.3333,7.978333333,2468816.667,8.205238095
